index,Name,NACE code,Last avail. year,Year,Book Value per share USD,Capital expenditure per share USD,Cash flow USD,Current ratio (x),Dividends per share USD,Market capitalisation (mil) m USD,Market price - high USD,Market price - low USD,Market price - open USD,Market price - year end USD,Nominal value,Number of employees,Operating profit per share USD,Operating revenue (Turnover) USD,Operating revenue (Turnover) per share USD,P/L before tax USD,Net income,Profit margin (%),ROCE using P/L before tax (%),ROE using P/L before tax (%),Shareholders funds USD,Shares outstanding,Solvency ratio (Asset based) (%),Total assets USD,Working Capital per share USD,Market price - year(+1) end USD,Dividend yield,Return,logR,Ticker,Yf Market price,Yf Market price - year(+1),Yf Return,Yf logR
81771,GENOVIS AB,2120,2018,2015,0.03,,-1760.0,1.36,0.0,8.73,0.45,0.17,0.23,0.24,,14.0,-0.06,2661.0,0.07,-2353.0,-2358.0,-88.43,-221.35,-225.1,1045.0,36863.0,52.16,2004.0,0.01,0.28,0.0,0.16666666666666682,0.15415067982725836,GENO.ST,1.469190001487732,1.7000000476837158,0.15710020212651932,0.1459170495838482
81772,DIGNITANA AB,4690,2018,2015,0.29,,-1885.0,4.62,0.0,42.33,2.91,0.78,0.79,2.52,,5.0,-0.12,567.0,0.03,-1963.0,-1963.0,,-40.59,-40.62,4832.0,16774.0,85.61,5644.0,0.03,2.13,0.0,-0.15476190476190482,-0.1681369218019982,DIGN.ST,6.919390201568604,12.47439956665039,0.802817763308461,0.5893508649633494
81773,DOXA AB (PUBL),3250,2018,2015,0.04,,-1846.0,2.14,0.0,8.56,0.37,0.16,0.24,0.27,,8.0,-0.06,1819.0,0.06,-1881.0,-1887.0,,-139.42,-140.58,1338.0,32105.0,58.17,2300.0,0.02,0.33,0.0,0.2222222222222222,0.20067069546215105,DOXA.ST,1.406059980392456,2.7154500484466557,0.9312476610625996,0.658166250562913
81775,NETJOBS GROUP AB,6190,2018,2015,0.06,,385.0,2.06,0.01,6.76,0.83,0.07,0.2,0.33,,51.0,0.02,4830.0,0.23,360.0,258.0,7.45,26.08,27.82,1294.0,20750.0,62.61,2067.0,,0.16,0.030303030303030307,-0.5151515151515151,-0.723918839226699,NJOB.ST,1.75,2.440000057220459,0.3942857469831194,0.3323822748206953
81776,MEDIVIR AB,2120,2018,2015,6.52,,13041.0,7.19,0.0,204.55,12.77,7.43,11.64,7.76,,134.0,0.52,80029.0,3.04,12079.0,8896.0,15.09,7.4,7.03,171798.0,26360.0,89.72,191481.0,0.02,10.81,0.0,0.39304123711340216,0.33148929745598965,MVIR-B.ST,78.25,56.5,-0.2779552715654952,-0.3256681912678673
81778,KINNEVIK AB,6612,2018,2015,42.01,,,66.9,0.0,7306.71,35.53,26.59,30.31,31.04,,880.0,-0.11,2606.0,0.01,143351.0,142996.0,,1.51,1.45,9888162.0,235399.0,98.28,10061487.0,,24.09,0.0,-0.2239046391752577,-0.253479878688238,KINV-B.ST,273.56100463867193,222.1000061035156,-0.18811525642380053,-0.2083968903037156
81779,PALLAS GROUP AB,5020,2018,2015,0.04,,292.0,0.39,0.0,1.79,0.27,0.05,0.1,0.11,,20.0,0.01,1764.0,0.11,-70.0,-71.0,-3.99,1.77,-22.44,627.0,16050.0,4.46,14051.0,,0.03,0.0,-0.7272727272727273,-1.2992829841302609,PALS-B.ST,0.7149999737739563,0.6549999713897705,-0.08391609032863334,-0.08764731405871429
81780,IRISITY AB,8020,2018,2015,0.09,,-386.0,1.13,0.0,7.99,1.68,0.49,0.67,1.37,0.09,23.0,-0.12,2082.0,0.36,-786.0,-786.0,-37.77,-36.37,-147.46,533.0,5815.0,12.97,4112.0,,0.98,0.0,-0.28467153284671537,-0.3350134471575532,IRIS.ST,5.624489784240723,8.99917984008789,0.5999993217700783,0.4700032053519447
81783,ONLINE BRANDS NORDIC AB,3212,2018,2015,0.01,,-189.0,1.04,0.0,0.98,0.07,0.02,0.03,0.06,,6.0,-0.01,2066.0,0.12,-221.0,-221.0,-10.71,-51.4,-123.81,179.0,17217.0,23.02,776.0,0.01,0.07,0.0,0.16666666666666682,0.15415067982725836,OBAB.ST,0.2563199996948242,0.2977299988269806,0.16155586447198544,0.14976036890510372
81784,PLEDPHARMA AB,7211,2018,2015,0.2,,-5193.0,12.1,0.0,159.76,6.34,2.87,2.97,5.63,,4.0,-0.18,17.0,0.0,-5193.0,-5193.0,,-91.24,-91.26,5690.0,28389.0,91.73,6203.0,,1.93,0.0,-0.6571936056838367,-1.0705894392348052,PLED.ST,36.400001525878906,48.9000015258789,0.3434065790110754,0.2952086111224492
81787,MISEN ENERGY AB,910,2018,2015,0.28,,133.0,0.33,0.0,68.75,1.07,0.36,0.81,0.47,,118.0,0.0,102591.0,0.71,-5768.0,-3995.0,-5.62,-4.3,-14.34,40212.0,145068.0,50.63,79425.0,0.02,0.29,0.0,-0.3829787234042553,-0.4828517717235846,MISE.ST,5.8499999046325675,3.0299999713897705,-0.4820512784982547,-0.6578790348626821
81791,POLYPLANK AB,2016,2018,2015,-0.06,,-1079.0,0.38,0.0,1.71,0.71,0.12,0.59,0.14,2.5,22.0,-0.17,3801.0,0.31,-2575.0,-2509.0,-67.75,,,-701.0,12333.0,-19.93,3519.0,-0.03,0.07,0.0,-0.5,-0.6931471805599453,POLY.ST,2.6135799884796143,0.9591900110244752,-0.6329976448960875,-1.0023870137712834
81794,IMPACT COATINGS AB,2221,2018,2015,0.06,,-1275.0,2.02,0.0,96.4,4.11,0.85,0.97,3.19,0.13,18.0,-0.05,3319.0,0.11,-1484.0,-1484.0,-44.71,-82.65,-86.06,1724.0,30250.0,67.03,2572.0,0.02,1.92,0.0,-0.3981191222570533,-0.507695730757063,IMPC.ST,7.509250164031982,20.81679916381836,1.7721541710685376,1.0196246970496659
81795,MAVSHACK AB,6020,2018,2015,0.08,,-5239.0,0.62,0.0,5.87,0.85,0.05,0.51,0.06,,10.0,-0.07,1328.0,0.01,-7028.0,-6832.0,,-82.73,-89.62,7842.0,93482.0,84.06,9329.0,,0.02,0.0,-0.6666666666666666,-1.0986122886681096,MAV.ST,4.190000057220459,0.3100000023841858,-0.9260143202504316,-2.603883721402504
81798,ACTIVE BIOTECH AB,4645,2018,2015,0.24,,-21501.0,2.28,0.0,146.99,3.74,1.0,2.25,1.63,10.0,50.0,-0.23,1928.0,0.02,-21886.0,-22928.0,,-44.79,-102.29,21396.0,89908.0,40.18,53246.0,,1.15,0.0,-0.294478527607362,-0.3488180724435122,ACTI.ST,19.21689987182617,6.5781002044677725,-0.6576919144949127,-1.0720441126175009
81801,ELLEN AB,3250,2018,2015,0.02,,-357.0,2.33,0.0,5.13,0.13,0.06,0.06,0.07,,5.0,0.0,2383.0,0.03,-443.0,-443.0,-18.6,,-33.47,1324.0,68676.0,67.69,1957.0,0.01,0.06,0.0,-0.14285714285714296,-0.1541506798272585,ELN.ST,0.5742400288581848,0.3433600068092346,-0.40206187386140696,-0.5142679983803513
81802,SPRINT BIOSCIENCE AB,2120,2018,2015,0.09,,-1812.0,0.58,0.0,32.95,9.09,1.3,1.59,5.04,,22.0,-0.28,957.0,0.15,-1836.0,-1836.0,,-274.75,-321.58,571.0,6545.0,15.74,3629.0,,3.44,0.0,-0.3174603174603175,-0.38193461069797024,SPRINT.ST,32.299999237060554,37.79999923706055,0.17027864179295027,0.1572418758337643
81809,PROSTALUND AB,7211,2018,2015,,,-1052.0,6.18,0.0,,,,,,,7.0,,1642.0,,-1109.0,-1110.0,-67.51,-40.23,-40.35,2748.0,,85.58,3211.0,,,,,,PLUN.ST,15.549500465393065,9.409560203552246,-0.3948641485625765,-0.5023022983279342
81810,GREATER THAN AB,2815,2018,2015,,,-1056.0,1.04,0.0,,,,,,,7.0,,517.0,,-1263.0,-1263.0,,-134.83,-219.16,576.0,,28.1,2051.0,,,,,,GREAT.ST,7.11338996887207,7.5999999046325675,0.06840760001769691,0.06616931568559116
81815,AVTECH SWEDEN AB (PUBL),5110,2018,2015,0.11,,-962.0,10.1,0.0,35.2,1.39,0.67,0.95,0.74,,12.0,-0.03,1224.0,0.03,-1560.0,-1560.0,,-28.4,-29.28,5329.0,47543.0,91.77,5807.0,,0.37,0.0,-0.5,-0.6931471805599453,AVT-B.ST,9.5,5.5,-0.42105263157894735,-0.5465437063680699
81821,SERSTECH AB,2651,2018,2015,,,-736.0,0.71,0.0,,,,,,,11.0,,320.0,,-962.0,-962.0,,-29.95,-34.18,2814.0,,67.44,4172.0,,0.65,,,,SERT.ST,3.2589299678802486,0.9663500189781188,-0.7034762856206219,-1.2156280826992365
81827,WIFOG HOLDING AB,5911,2018,2015,-0.33,,-4684.0,0.16,0.0,5.23,2.27,0.7,2.13,0.82,,11.0,-0.64,541.0,0.08,-4221.0,-4771.0,,,,-2144.0,6402.0,-78.29,2738.0,,0.79,0.0,-0.03658536585365844,-0.03727139479723154,WIFOG.ST,25.27400016784668,5.012670040130615,-0.8016669301716757,-1.6178074907021838
81828,CLINICAL LASERTHERMIA SYSTEMS AB,2120,2018,2015,,,-1960.0,1.32,0.0,,,,,,,3.0,,13.0,,-1966.0,-1966.0,,-85.27,-85.28,2305.0,,87.39,2638.0,,,,,,CLS-B.ST,8.842280387878418,12.722599983215332,0.4388369770151501,0.36383513240842097
81829,LIDDS AB,2120,2018,2015,0.95,,-923.0,6.31,0.0,12.55,1.28,0.76,0.76,1.01,,2.0,-0.07,0.0,0.0,-926.0,-926.0,,,-7.83,11820.0,12463.0,97.49,12125.0,,0.68,0.0,-0.3267326732673267,-0.3956128116651527,LIDDS.ST,8.970809936523438,7.689260005950928,-0.14285777311531847,-0.15415141512873348
81831,IZAFE GROUP AB,4690,2018,2015,,,-24.0,0.5,0.0,,,,,,,1.0,,0.0,,-360.0,-308.0,,-24.47,-34.79,1034.0,,70.24,1472.0,,0.87,,,,IZAFE-B.ST,2.75,2.1199998855590816,-0.2290909507057884,-0.26018487697612536
81840,CELL IMPACT AB (PUBL),3299,2018,2015,0.03,,-816.0,1.36,0.0,15.3,4.15,0.39,0.5,1.8,,6.0,-0.1,229.0,0.03,-875.0,-875.0,,-169.93,-315.47,277.0,8494.0,30.51,909.0,,1.93,0.0,0.07222222222222216,0.06973333801467514,CI-B.ST,2.330849885940552,7.8666300773620605,2.3750050249107715,1.2163968131858356
81849,ARC AROMA PURE AB,2120,2019,2015,0.32,,13.0,13.41,0.0,,,,,,,5.0,-0.03,649.0,0.08,-190.0,-190.0,-29.23,,-7.22,2628.0,8133.0,78.96,3329.0,,3.53,,,,AAP-B.ST,38.29999923706055,27.916099548339844,-0.2711201017119824,-0.3162463091221239
81851,KANCERA AB,2120,2018,2015,0.02,,-2194.0,4.58,0.0,54.79,1.18,0.51,0.66,0.53,,,-0.02,651.0,0.01,-2323.0,-2323.0,,-83.68,-89.45,2598.0,103925.0,79.99,3247.0,0.0,0.32,0.0,-0.3962264150943397,-0.5045560107523953,KAN.ST,5.217629909515381,4.080510139465332,-0.2179379890429342,-0.245821243681677
81856,EPISURF MEDICAL AB,3250,2018,2015,1.04,,-4945.0,12.91,0.0,25.9,4.86,1.49,4.22,2.07,,19.0,-0.42,237.0,0.02,-5210.0,-5210.0,,-40.0,-40.0,13024.0,12493.0,93.01,14003.0,0.0,1.65,0.0,-0.20289855072463767,-0.2267733193647885,EPIS-B.ST,15.039400100708008,8.661749839782715,-0.4240628095681192,-0.5517566686211134
81861,BAYN EUROPE AB,1089,2018,2015,0.2,,,1.62,0.0,1.53,1.18,0.36,1.18,0.46,,6.0,-0.18,171.0,0.05,-608.0,-608.0,,-78.79,-88.78,684.0,3352.0,73.48,931.0,0.0,0.23,0.0,-0.5,-0.6931471805599453,BAYN.ST,7.697639942169189,3.39601993560791,-0.5588232287920037,-0.8183096421093919
81864,SENZIME AB (PUBL),2651,2018,2015,,,-750.0,10.47,0.0,,,,,,,6.0,,80.0,,-898.0,-898.0,,-16.37,-16.55,5427.0,,95.83,5663.0,,,,,,SEZI.ST,4.7307701110839835,5.203849792480469,0.10000056445103507,0.09531069294149784
81867,KAROLINSKA DEVELOPMENT AB,7211,2018,2015,0.57,,-124924.0,25.78,0.0,59.08,1.61,1.1,1.59,1.14,,12.0,-0.1,349.0,0.01,-124949.0,-124949.0,,-168.39,-425.48,29367.0,51947.0,40.34,72796.0,,0.66,0.0,-0.4210526315789473,-0.5465437063680699,KDEV.ST,11.5,8.25,-0.2826086956521739,-0.3321338350226148
81870,NEUROVIVE PHARMACEUTICAL AB,4690,2018,2015,0.6,,-10534.0,4.94,0.0,34.96,7.58,0.88,6.04,1.14,,18.0,-0.24,296.0,0.01,-10757.0,-10677.0,,-58.63,-58.67,18337.0,30735.0,88.48,20724.0,,0.37,0.0,-0.6754385964912281,-1.1252805357502709,NVP.ST,41.490699768066406,5.5860700607299805,-0.8653657303454463,-2.0051932905032768
81873,OASMIA PHARMACEUTICAL AB,2120,2019,2015,0.46,,-13505.0,0.62,0.0,235.36,2.93,1.98,2.27,2.41,0.1,79.0,-0.13,276.0,0.0,-14130.0,-14130.0,,-28.75,-31.27,45181.0,97858.0,73.02,61879.0,-0.01,1.61,0.0,-0.33195020746887965,-0.40339256850619204,OASM.ST,12.43850040435791,7.438119888305664,-0.4020083091608318,-0.5141784200458194
81877,AB TRACTION,6420,2018,2015,17.64,,20650.0,,0.31,192.62,14.75,11.02,11.85,13.57,0.33,5.0,-0.01,1125.0,0.08,20638.0,20638.0,,,8.24,250557.0,14200.0,99.73,251232.0,,16.06,0.022844509948415626,0.1834929992630802,0.1684702346718378,TRAC-B.ST,108.0,115.0,0.06481481481481481,0.06280090123903044
81880,DIAMYD MEDICAL AB,2120,2019,2015,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,DMYD-B.ST,7.262589931488037,4.5320000648498535,-0.3759801795774405,-0.4715731476194672
81881,SCANDINAVIAN ENVIRO SYSTEMS AB (PUBL),2059,2018,2015,0.36,,-3052.0,2.25,0.0,9.71,0.95,0.14,0.88,0.21,,19.0,-0.07,49.0,0.0,-3239.0,-3239.0,,-16.25,-19.56,16560.0,46548.0,81.02,20440.0,-0.01,0.09,0.0,-0.5714285714285714,-0.8472978603872037,SES.ST,2.211740016937256,1.2594599723815918,-0.4305569539200859,-0.5630965079793037
81884,CORTUS ENERGY AB,2059,2018,2015,0.01,,-3247.0,0.43,0.0,18.13,0.38,0.03,0.24,0.05,0.09,8.0,-0.01,371.0,0.0,-3876.0,-3876.0,,-85.39,-85.58,4530.0,385437.0,89.06,5086.0,,0.08,0.0,0.6,0.4700036292457354,CE.ST,0.41714000701904297,0.18905000388622284,-0.5467948393701003,-0.7914103628015479
81885,DEFLAMO AB (PUBL),2059,2018,2015,0.13,,-1728.0,1.32,0.0,4.2,0.72,0.3,0.72,0.45,,5.0,-0.21,141.0,0.02,-1958.0,-1958.0,,-116.97,-156.18,1254.0,9325.0,58.83,2131.0,-0.01,0.15,0.0,-0.6666666666666667,-1.0986122886681098,DEFL-B.ST,4.420959949493408,2.286350011825561,-0.4828385604154701,-0.6594001909649425
81888,PAPILLY AB (PUBL),8690,2018,2015,0.1,,-799.0,0.06,0.0,3.13,0.61,0.24,0.47,0.44,,7.0,-0.12,7.0,0.0,-867.0,-867.0,,-122.77,-123.23,704.0,7072.0,44.57,1580.0,,0.25,0.0,-0.4318181818181818,-0.5653138090500603,PAPI.ST,1.0388200283050537,1.3591200113296509,0.3083305811375248,0.26875195897489645
81892,MYFC HOLDING AB (PUBL),2720,2018,2015,0.55,,-3770.0,0.54,0.0,75.77,3.91,0.63,0.69,3.54,,13.0,-0.22,47.0,0.0,-4744.0,-4744.0,,-38.66,-40.2,11801.0,21390.0,83.79,14085.0,-0.03,2.03,0.0,-0.42655367231638425,-0.5560909340919872,MYFC.ST,8.56112003326416,18.678800582885746,1.1818173919194472,0.7801581955125895
81894,AROCELL AB,7120,2018,2015,,,-885.0,32.17,0.0,,,,,,,2.0,,54.0,,-886.0,-886.0,,-10.27,-10.29,8612.0,,97.8,8805.0,,0.78,,,,AROC.ST,5.799349784851074,8.724789619445799,0.5044427294653776,0.4084225502054872
81896,BRIGHTER AB (PUBL),2120,2018,2015,0.1,,-1252.0,0.2,0.0,21.38,0.94,0.18,0.59,0.6,,6.0,-0.04,14.0,0.0,-1359.0,-1359.0,,-38.45,-38.67,3514.0,35380.0,74.46,4719.0,,0.51,0.0,-0.14999999999999994,-0.1625189294977748,BRIG.ST,2.5380001068115234,1.6380000114440918,-0.3546099517301034,-0.43790041895961107
81900,AXICHEM AB (PUBL),2059,2018,2015,0.34,,,7.39,0.0,6.58,1.65,0.63,1.36,0.71,,2.0,-0.09,59.0,0.01,-879.0,-879.0,,-24.51,-28.26,3112.0,9254.0,85.09,3658.0,-0.01,0.58,0.0,-0.18309859154929573,-0.20223686649489608,AXIC-A.ST,7.677840232849121,4.682469844818115,-0.3901318987096809,-0.4945125725882128
81901,KOPY GOLDFIELDS AB,2441,2018,2015,0.2,,-947.0,2.1,0.0,4.74,0.13,0.04,0.05,0.09,,8.0,-0.02,667.0,0.01,-955.0,-954.0,,-7.65,-8.64,11059.0,54445.0,89.33,12380.0,0.0,0.13,0.0,0.4444444444444445,0.3677247801253175,KOPY.ST,0.4407399892807007,1.8456100225448608,3.187525678250674,1.4321100292519475
81905,KARESSA PHARMA HOLDING AB (PUBL),2120,2018,2015,2.5,,,37.18,0.0,33.62,4.48,2.04,4.48,3.06,,3.0,-0.14,31.0,0.0,-1492.0,-1492.0,,-5.42,-5.42,27516.0,11000.0,99.27,27720.0,,1.59,0.0,-0.480392156862745,-0.6546808997321492,KARE.ST,27.5,15.699999809265135,-0.4290909160267223,-0.5605253044669808
81909,IMMUNICUM AKTIEBOLAG,2120,2018,2015,0.39,,-4314.0,12.73,0.0,57.64,5.1,1.65,1.93,2.88,,5.0,-0.22,19.0,0.0,-4324.0,-4324.0,,-54.36,-55.11,7847.0,20030.0,90.98,8625.0,,2.73,0.0,-0.0520833333333333,-0.05348868495098612,IMMU.ST,34.55860137939453,28.006000518798828,-0.1896083926736304,-0.21023768231258053
81912,ENERGYO SOLUTIONS RUSSIA AB,6619,2018,2015,0.69,,-10149.0,35.81,0.0,16.06,0.65,0.3,0.49,0.38,,2.0,-0.04,,,-10167.0,-10167.0,,-34.79,-34.8,29212.0,42360.0,97.25,30039.0,,1.13,0.0,1.973684210526316,1.0898016589859547,EOS.ST,4.389999866485597,4.0,-0.0888382410812712,-0.0930348355538849
81913,NICOCCINO HOLDING AB (PUBL),2110,2018,2015,1.27,,-3573.0,8.09,0.0,13.03,3.79,0.82,3.14,0.94,,9.0,-0.27,103.0,0.01,-3701.0,-3701.0,,,-21.03,17598.0,13830.0,96.4,18255.0,0.04,0.46,0.0,-0.5106382978723404,-0.7146533857809089,NICO.ST,21.428800582885746,5.599999904632568,-0.7386694657513848,-1.3419692581405598
81914,LIGHTLAB SWEDEN AB,2740,2018,2015,2.33,,-1138.0,3.85,0.0,9.35,2.96,0.42,0.91,2.2,0.2,10.0,-0.33,296.0,0.07,-1431.0,-1428.0,,-14.04,-14.49,9875.0,4243.0,91.3,10816.0,,1.17,0.0,-0.4681818181818183,-0.6314536115546056,LLSW-B.ST,3.4238300323486333,12.933799743652346,2.7775823044522423,1.3290842030021175
81915,GABATHER AB,8690,2018,2015,,,-704.0,14.25,0.0,,,,,,,2.0,,12.0,,-707.0,-707.0,,-46.65,-46.66,1515.0,,94.62,1601.0,,,,,,GABA.ST,26.66860008239746,54.47200012207031,1.042551913252635,0.7141999639541843
81919,HIFAB GROUP AB,7112,2018,2015,,,,0.3,0.0,,,,,,,0.0,,,,-8910.0,-7715.0,,-23.31,-54.24,16426.0,,61.49,26714.0,,,,,,HIFA-B.ST,5.301469802856445,2.5899999141693115,-0.511456254494968,-0.716326260833119
81922,SVOLDER AB,6619,2019,2015,7.15,,22475.0,21.72,0.16,148.74,6.64,4.54,5.52,6.11,10.0,5.0,-0.05,496.0,0.02,22470.0,22470.0,,12.92,12.91,174068.0,24354.0,99.78,174446.0,,9.42,0.026186579378068738,0.5417348608837971,0.4329083154047676,SVOL-B.ST,53.25,121.0,1.272300469483568,0.8207927410072066
81923,ARCTIC MINERALS AB,2441,2018,2015,0.18,,-153.0,1.26,0.0,0.94,0.08,0.03,0.04,0.04,,,-0.12,0.0,0.0,-2571.0,-2571.0,,-64.58,-64.59,3980.0,21558.0,95.8,4155.0,,0.05,0.0,0.2500000000000001,0.22314355131420974,ARCT.ST,0.3849999904632568,0.5199999809265137,0.3506493345644402,0.3005854653786685
81925,COPPERSTONE RESOURCES AB,729,2018,2015,0.07,,-440.0,0.87,0.0,2.23,0.15,0.01,0.05,0.06,,2.0,-0.01,854.0,0.02,-487.0,-487.0,-57.06,-14.03,-17.76,2744.0,38727.0,77.16,3556.0,,0.05,0.0,-0.1666666666666666,-0.1823215567939546,COPP-B.ST,0.17775000631809235,0.2737399935722351,0.5400280384933657,0.4318006230736695
81928,BOTNIA EXPLORATION HOLDING AB,2441,2018,2015,,,-776.0,4.04,0.0,,,,,,,2.0,,0.0,,-835.0,-820.0,,-9.62,-11.29,7394.0,,94.21,7848.0,,,,,,BOTX.ST,3.076679944992065,4.0534000396728525,0.3174591157167975,0.27570496923788096
81929,CANTARGIA AB,2120,2018,2015,0.25,,,8.03,0.0,15.08,1.95,0.79,1.18,1.13,,3.0,-0.15,0.0,0.0,-2037.0,-2037.0,,-60.67,-61.27,3324.0,13395.0,89.4,3718.0,,0.74,0.0,-0.3451327433628318,-0.4233227255081708,CANTA.ST,10.237600326538086,8.492039680480957,-0.17050486348175325,-0.18693803251741367
81934,INDUSTRIVARDEN AB,6420,2018,2015,29.97,,,0.1,0.01,5048.65,22.53,16.27,16.94,18.83,,30.0,0.08,48100.0,0.18,367738.0,367738.0,,4.23,4.58,8038337.0,268185.0,82.21,9778338.0,,19.88,0.0005310674455655869,0.055762081784386665,0.054262858559367015,INDU-A.ST,171.89999389648438,152.6999969482422,-0.11169283088982622,-0.11843768464333365
81935,INVESTMENT AB ORESUND,6420,2018,2015,12.23,,148073.0,1.18,0.05,597.79,13.86,9.06,9.83,13.15,,4.0,-0.03,1160.0,0.03,148064.0,148064.0,,,26.63,556004.0,45458.0,95.95,579469.0,,16.83,0.0038022813688212928,0.279847908745247,0.2467412495789409,ORES.ST,85.5,115.0,0.34502923976608185,0.2964157524205356
81936,HAVSFRUN INVESTMENT AB,6612,2018,2015,,,,,0.0,,,,,,,,,,,,,,,,,,,,,2.18,,,,HAV-B.ST,24.29999923706055,23.70000076293945,-0.02469129600654558,-0.025001238617193926
81937,NAXS AB,6420,2018,2015,6.2,,,,0.0,95.96,7.11,5.57,5.9,6.4,,2.0,-0.1,17.0,0.0,7603.0,7603.0,,,8.18,92973.0,15000.0,99.93,93040.0,,5.45,0.0,-0.14843750000000006,-0.16068238169047347,NAXS.ST,59.5,49.79999923706055,-0.16302522290654542,-0.17796134384104628
81938,CREADES AB,6619,2018,2015,42.34,,65041.0,4.41,0.0,216.76,26.0,20.08,20.26,24.58,,103.0,-8.25,1066.0,0.12,64804.0,64923.0,,,17.36,373306.0,8817.0,94.12,396645.0,1.33,25.88,0.0,0.05288852725793331,0.05153736549481113,CRED-A.ST,195.0,206.5,0.05897435897435897,0.05730085383734065
81944,DDM HOLDING AG,6499,2019,2015,3.49,,,,0.0,7.66,4.53,2.36,4.26,2.96,,4.0,4.2,,6.71,,,,,,,2585.0,,,,4.1,0.0,0.38513513513513503,0.3257977053742931,DDM.ST,23.96360015869141,33.978199005126946,0.4179087774840598,0.34918309422395466
81945,AB VOLVO,2910,2018,2014,6.41,,2330223.0,1.3,0.49,17684.3,13.66,9.18,10.97,10.95,1.0,92822.0,0.46,36572654.0,22.64,657782.0,271308.0,1.8,3.0,6.36,10346664.0,1615305.0,20.91,49491507.0,1.58,9.37,0.04474885844748858,-0.14429223744292238,-0.15582636001217906,VOLV-B.ST,102.8000030517578,104.3000030517578,0.014591439255549234,0.014486008558724991
81946,TELEFONAKTIEBOLAGET LM ERICSSON,2630,2018,2014,6.17,,2780679.0,2.0,0.48,37113.84,12.46,9.7,10.17,12.2,5.0,118055.0,0.72,29468112.0,9.68,2043663.0,1495230.0,6.94,9.38,10.88,18782023.0,3043296.0,49.5,37944057.0,3.45,9.75,0.03934426229508197,-0.2008196721311475,-0.22416866672945496,ERIC-B.ST,86.19999694824219,108.4000015258789,0.2575406654708637,0.2291579608154956
81947,HENNES & MAURITZ AB,4771,2018,2014,4.76,,3370785.0,2.11,1.49,62851.26,43.15,35.16,37.45,43.03,0.13,93351.0,2.36,20398901.0,13.97,3488529.0,2691132.0,17.1,46.86,50.23,6945534.0,1460672.0,68.2,10184295.0,1.62,37.17,0.03462700441552405,-0.13618405763420868,-0.14639556254134753,HM-B.ST,276.0,349.5,0.266304347826087,0.2361026959567149
81948,SKANSKA AB,4120,2018,2014,6.92,,704444.0,1.28,0.9,8680.84,22.17,15.92,16.98,21.7,3.0,57866.0,1.77,18525579.0,46.31,662953.0,496730.0,3.58,16.17,23.96,2766719.0,400001.0,23.07,11991572.0,1.64,19.52,0.04147465437788018,-0.10046082949308753,-0.10587267956146744,SKA-B.ST,152.5,193.3999938964844,0.2681966812884221,0.23759595541270126
81949,AB ELECTROLUX,2751,2018,2014,7.08,,764160.0,1.04,0.8,8893.64,29.91,17.22,21.91,29.57,5.0,59481.0,1.54,14508569.0,48.24,387379.0,289662.0,2.67,9.91,18.2,2128584.0,300728.0,19.22,11075666.0,3.96,24.31,0.02705444707473792,-0.1778829895164018,-0.19587254553635391,ELUX-B.ST,141.1999969482422,247.1999969482422,0.7507082315225192,0.5600204097921112
81951,ICA GRUPPEN AB,4639,2018,2014,30.3,,599100.0,0.69,1.23,4706.76,40.92,25.24,25.98,39.53,2.5,22684.0,3.98,13441434.0,112.88,425122.0,325466.0,3.16,7.91,11.78,3607657.0,119079.0,38.53,9362510.0,-4.58,36.42,0.031115608398684543,-0.07867442448773082,-0.08194180300913217,ICA.ST,234.8999938964844,289.1000061035156,0.2307365415723088,0.2076128044530231
81952,ATLAS COPCO AB,2813,2018,2014,7.82,,2052323.0,2.09,1.13,23695.64,28.77,21.92,23.12,28.23,0.42,44056.0,2.59,12157537.0,14.48,2079854.0,1572913.0,17.11,21.85,31.71,6560117.0,839394.0,48.21,13608174.0,4.68,24.69,0.04002833864682962,-0.12539851222104142,-0.13398693890830973,ATCO-A.ST,142.0540008544922,212.5110015869141,0.4959874435679705,0.4027864861801432
81953,SANDVIK AB,2573,2018,2014,3.78,,1313368.0,2.12,0.45,12387.24,12.56,9.42,11.78,9.88,,47328.0,1.04,11503503.0,9.17,1068169.0,776956.0,9.29,12.54,22.54,4740067.0,1254386.0,34.49,13742341.0,3.21,8.77,0.04554655870445344,-0.11234817813765194,-0.11917570537568492,SAND.ST,91.4499969482422,96.4499969482422,0.054674687445094634,0.05323236624481583
81954,SECURITAS AB,8010,2018,2014,4.2,,424747.0,1.22,0.41,4247.43,12.38,8.43,8.86,12.21,,277438.0,1.2,9078019.0,26.09,376031.0,267353.0,4.14,12.35,25.75,1460486.0,347916.0,27.5,5310317.0,3.66,15.4,0.033579033579033565,0.2612612612612612,0.2321122212969701,SECU-B.ST,74.94999694824219,123.6999969482422,0.6504336488988122,0.5010380708964478
81955,TELIA COMPANY AB,6190,2018,2014,3.47,,3889435.0,1.64,0.39,28208.29,6.93,5.68,6.92,6.51,3.2,26166.0,0.69,13100586.0,3.03,2598945.0,1874467.0,19.84,10.02,17.28,15040715.0,4330085.0,42.77,35166093.0,0.09,5.0,0.059907834101382486,-0.23195084485407064,-0.2639015437863774,TELIA.ST,48.79999923706055,54.79999923706055,0.12295082159434495,0.11595988280662076
